Name,S2_CLAMP,S2_IgG,S2_CLAMP-IgG,Kc_CLAMP,Kc_IgG,Kc_CLAMP-IgG,S2XLIP_CLAMP,S2XLIP_IgG,S2XLIP_CLAMP-IgG
Heat_shock_70_kDa_protein_cognate_4,1.53609831029,1.92012288786,-0.384024577573,1.15207373272,0.0,1.15207373272,38.1874039939,350.384024578,-312.196620584
Isoform_C_of_Ataxin-2_homolog,1.46627565982,0.244379276637,1.22189638319,0.0,0.488758553275,-0.488758553275,0.0,20.4887585533,-20.4887585533
Ataxin-2_homolog,1.38376383764,0.230627306273,1.15313653137,0.0,0.461254612546,-0.461254612546,0.0,19.3357933579,-19.3357933579
Gp210,1.33262260128,0.0,1.33262260128,0.0,0.0,0.0,511.369936034,35.4104477612,475.959488273
Polyubiquitin,1.31061598952,0.327653997379,0.982961992136,0.327653997379,1.96592398427,-1.63826998689,31.874180865,63.5779816514,-31.7038007864
Ubiquitin-63E_isoform_C,1.31061598952,0.327653997379,0.982961992136,0.327653997379,1.96592398427,-1.63826998689,31.874180865,63.5779816514,-31.7038007864
CG17233_isoform_D,1.29533678756,0.0,1.29533678756,0.0,0.0,0.0,0.0,0.0,0.0
Protein_argonaute-2,1.23558484349,0.0,1.23558484349,0.0,0.0,0.0,0.0,23.8138385502,-23.8138385502
Isoform_C_of_Protein_argonaute-2,1.2325390304,0.0,1.2325390304,0.0,0.0,0.0,0.0,23.7551355793,-23.7551355793
CG4857_isoform_E,1.19976004799,0.599880023995,0.599880023995,0.0,0.749850029994,-0.749850029994,0.0,0.0,0.0
CG4857_isoform_F,1.19976004799,0.599880023995,0.599880023995,0.0,0.749850029994,-0.749850029994,0.0,0.0,0.0
Negative_elongation_factor_A,1.19904076739,0.0,1.19904076739,2.39808153477,0.0,2.39808153477,41.5507593925,0.0,41.5507593925
Charged_multivesicular_body_protein_5,1.10619469027,0.0,1.10619469027,0.0,0.0,0.0,0.0,0.0,0.0
CG4857_isoform_B,1.04657247514,0.523286237572,0.523286237572,0.0,0.654107796965,-0.654107796965,0.0,0.0,0.0
CG4857_isoform_D,1.04657247514,0.523286237572,0.523286237572,0.0,0.654107796965,-0.654107796965,0.0,0.0,0.0
CG17838_isoform_F,0.945179584121,0.0,0.945179584121,0.945179584121,0.47258979206,0.47258979206,38.6578449905,0.0,38.6578449905
CG17838_isoform_H,0.936329588015,0.0,0.936329588015,0.936329588015,0.468164794007,0.468164794007,38.2958801498,0.0,38.2958801498
CG17838_isoform_A,0.88809946714,0.0,0.88809946714,0.88809946714,0.44404973357,0.44404973357,36.323268206,0.0,36.323268206
Voltage-dependent_anion-selective_channel,0.886524822695,0.0,0.886524822695,5.31914893617,0.0,5.31914893617,0.0,175.283687943,-175.283687943
CG17838_isoform_E,0.875656742557,0.0,0.875656742557,0.875656742557,0.437828371278,0.437828371278,35.8143607706,0.0,35.8143607706
CG17233_isoform_A,0.852514919011,0.0,0.852514919011,0.0,0.0,0.0,0.0,0.0,0.0
AAA_family_protein_Bor,0.827814569536,0.0,0.827814569536,2.06953642384,0.413907284768,1.65562913907,0.0,259.205298013,-259.205298013
Pif1A_isoform_C,0.815660685155,0.203915171289,0.611745513866,0.0,0.0,0.0,42.528548124,28.792822186,13.735725938
Protein_associated_with_topo_II_related-1,0.77479338843,0.0,0.77479338843,0.0,0.0,0.0,0.0,0.0,0.0
Isoform_B_of_Protein_lingerer,0.750750750751,0.187687687688,0.563063063063,0.375375375375,0.187687687688,0.187687687688,0.0,0.0,0.0
Lingerer_isoform_E,0.750750750751,0.187687687688,0.563063063063,0.375375375375,0.187687687688,0.187687687688,0.0,0.0,0.0
Isoform_A_of_Protein_lingerer,0.744601638124,0.186150409531,0.558451228593,0.372300819062,0.186150409531,0.186150409531,0.0,0.0,0.0
Protein_lingerer,0.727272727273,0.181818181818,0.545454545455,0.363636363636,0.181818181818,0.181818181818,0.0,0.0,0.0
CG17838_isoform_D,0.707213578501,0.0,0.707213578501,0.707213578501,0.35360678925,0.35360678925,28.9250353607,0.0,28.9250353607
CG17838_isoform_B,0.70323488045,0.0,0.70323488045,0.70323488045,0.351617440225,0.351617440225,28.7623066104,0.0,28.7623066104
CG17233_isoform_C,0.682593856655,0.0,0.682593856655,0.0,0.0,0.0,0.0,0.0,0.0
Calreticulin,0.615763546798,0.0,0.615763546798,1.84729064039,0.0,1.84729064039,0.0,0.0,0.0
Probable_histone-binding_protein_Caf1,0.581395348837,0.0,0.581395348837,0.0,0.0,0.0,0.0,153.11627907,-153.11627907
Uridine_kinase,0.445632798574,0.0,0.445632798574,0.445632798574,0.0,0.445632798574,0.0,0.0,0.0
Tax_Id=9606_Gene_Symbol=FLG2 Filaggrin-2,0.418235048097,0.313676286073,0.104558762024,0.209117524049,0.418235048097,-0.209117524049,0.0,0.0,0.0
Isoform_2_of_Box_A-binding_factor,0.400320256205,0.0,0.400320256205,0.0,0.0,0.0,0.0,0.0,0.0
Uridine_kinase,0.399361022364,0.0,0.399361022364,0.399361022364,0.0,0.399361022364,0.0,0.0,0.0
Box_A-binding_factor,0.395569620253,0.0,0.395569620253,0.0,0.0,0.0,0.0,0.0,0.0
Homeodomain_interacting_protein_kinase_isoform_A,0.373134328358,0.0,0.373134328358,0.0,0.0,0.0,0.0,0.0,0.0
CG42389_isoform_G,0.353857041755,0.0,0.353857041755,0.0,0.0,0.0,0.0,0.0,0.0
Tax_Id=9606_Gene_Symbol=HRNR Hornerin,0.350877192982,0.0,0.350877192982,0.0,0.0,0.0,0.0,0.0,0.0
CG42389_isoform_F,0.283768444949,0.0,0.283768444949,0.0,0.0,0.0,0.0,0.0,0.0
Isoform_E_of_Maternal_protein_pumilio,0.267379679144,0.0,0.267379679144,0.0,0.0,0.0,0.0,0.0,0.0
CG42389_isoform_E,0.242248062016,0.0,0.242248062016,0.0,0.0,0.0,0.0,0.0,0.0
Isoform_B_of_Maternal_protein_pumilio,0.210970464135,0.0,0.210970464135,0.0,0.0,0.0,0.0,0.0,0.0
Protein_clueless,0.172651933702,0.0,0.172651933702,0.863259668508,0.0,0.863259668508,47.9350828729,0.0,47.9350828729
Maternal_protein_pumilio,0.163078930202,0.0,0.163078930202,0.0,0.0,0.0,0.0,0.0,0.0
Myopic,0.136388434261,0.0,0.136388434261,0.0,0.0,0.0,0.0,0.0,0.0
60_kDa_heat_shock_protein_homolog_2_mitochondrial,0.0,0.0,0.0,0.868055555556,0.0,0.868055555556,0.0,0.0,0.0
60_kDa_heat_shock_protein_mitochondrial,0.0,0.0,0.0,1.30890052356,0.0,1.30890052356,0.0,0.0,0.0
AT21416p,0.0,0.0,0.0,0.462962962963,0.0,0.462962962963,0.0,59.9259259259,-59.9259259259
ATP_synthase-beta_isoform_C,0.0,0.0,0.0,3.42465753425,0.978473581213,2.44618395303,0.0,0.0,0.0
ATP_synthase_subunit_beta_mitochondrial,0.0,0.0,0.0,3.46534653465,0.990099009901,2.47524752475,0.0,0.0,0.0
Adenosylhomocysteinase,0.0,0.0,0.0,0.479846449136,0.0,0.479846449136,0.0,0.0,0.0
Adenylyl_cyclase-associated_protein,0.0,0.0,0.0,0.638569604087,0.0,0.638569604087,0.0,0.0,0.0
Adenylyl_cyclase-associated_protein,0.0,0.0,0.0,1.17924528302,0.0,1.17924528302,0.0,0.0,0.0
Aldehyde_dehydrogenase,0.0,0.0,0.0,0.480769230769,0.0,0.480769230769,0.0,0.0,0.0
Apontic,0.0,0.0,0.0,1.55279503106,0.0,1.55279503106,0.0,0.0,0.0
Apontic_isoform_B,0.0,0.0,0.0,1.53374233129,0.0,1.53374233129,0.0,0.0,0.0
Apontic_isoform_E,0.0,0.0,0.0,1.59914712154,0.0,1.59914712154,0.0,0.0,0.0
BcDNA.GH12558,0.0,0.0,0.0,1.59642401022,0.0,1.59642401022,0.0,0.0,0.0
Beta_NAC_homolog,0.0,0.0,0.0,7.39644970414,2.95857988166,4.43786982249,0.0,0.0,0.0
CG10576_isoform_A,0.0,0.0,0.0,2.55754475703,0.0,2.55754475703,0.0,0.0,0.0
CG17597,0.0,0.0,0.0,1.2285012285,0.0,1.2285012285,0.0,0.0,0.0
CG2076,0.0,0.0,0.0,1.46627565982,0.0,1.46627565982,0.0,0.0,0.0
CG2918_isoform_A,0.0,0.0,0.0,0.270855904659,0.0,0.270855904659,0.0,0.0,0.0
CG4389_isoform_B,0.0,0.0,0.0,1.68010752688,0.0,1.68010752688,0.0,0.0,0.0
CG4699_isoform_D,0.0,0.0,0.0,0.322580645161,0.0,0.322580645161,0.0,0.0,0.0
CG4699_isoform_E,0.0,0.0,0.0,0.322788896062,0.0,0.322788896062,0.0,0.0,0.0
CG4699_isoform_F,0.0,0.0,0.0,0.322997416021,0.0,0.322997416021,0.0,0.0,0.0
CG4699_isoform_J,0.0,0.0,0.0,0.534188034188,0.0,0.534188034188,0.0,0.0,0.0
CG5044_isoform_A,0.0,0.0,0.0,1.94805194805,0.0,1.94805194805,0.0,0.0,0.0
CG5044_isoform_B,0.0,0.0,0.0,1.94300518135,0.0,1.94300518135,0.0,0.0,0.0
CG5174_isoform_A,0.0,0.0,0.0,2.40384615385,0.0,2.40384615385,0.0,0.0,0.0
CG5174_isoform_B,0.0,0.0,0.0,1.40845070423,0.0,1.40845070423,0.0,0.0,0.0
CG5174_isoform_G,0.0,0.0,0.0,3.01204819277,0.0,3.01204819277,0.0,0.0,0.0
CG5174_isoform_H,0.0,0.0,0.0,2.65957446809,0.0,2.65957446809,0.0,0.0,0.0
CG5174_isoform_J,0.0,0.0,0.0,2.68817204301,0.0,2.68817204301,0.0,0.0,0.0
CG5174_isoform_L,0.0,0.0,0.0,2.39234449761,0.0,2.39234449761,0.0,0.0,0.0
CG5174_isoform_M,0.0,0.0,0.0,2.47524752475,0.0,2.47524752475,0.0,0.0,0.0
CG5776,0.0,0.312891113892,-0.312891113892,0.625782227785,0.625782227785,0.0,0.0,0.0,0.0
CG7033_isoform_A,0.0,0.0,0.0,0.467289719626,0.0,0.467289719626,0.0,0.0,0.0
CG7033_isoform_C,0.0,0.0,0.0,0.46904315197,0.0,0.46904315197,0.0,0.0,0.0
CG7145_isoform_A,0.0,0.0,0.0,1.74216027875,0.0,1.74216027875,0.0,0.0,0.0
CG8036_isoform_B,0.0,0.0,0.0,0.399361022364,0.0,0.399361022364,0.0,0.0,0.0
CG8036_isoform_D,0.0,0.0,0.0,0.431034482759,0.0,0.431034482759,0.0,0.0,0.0
CaBP1,0.0,0.0,0.0,1.73210161663,0.0,1.73210161663,0.0,0.0,0.0
Calponin-like_protein_Chd64,0.0,0.0,0.0,2.65957446809,1.32978723404,1.32978723404,0.0,0.0,0.0
DNA-binding_protein_modulo,0.0,0.0,0.0,0.922509225092,0.0,0.922509225092,42.1586715867,466.143911439,-423.985239852
DSec61alpha,0.0,0.0,0.0,0.525210084034,0.0,0.525210084034,0.0,134.516806723,-134.516806723
Dihydrolipoyl_dehydrogenase,0.0,0.0,0.0,1.98412698413,0.0,1.98412698413,0.0,0.0,0.0
Dipeptidyl_peptidase_3,0.0,0.0,0.0,0.636132315522,0.0,0.636132315522,0.0,0.0,0.0
EH_domain_containing_protein,0.0,0.0,0.0,0.468164794007,0.0,0.468164794007,0.0,60.5992509363,-60.5992509363
ERp60_(Fragment),0.0,0.0,0.0,0.511247443763,0.0,0.511247443763,0.0,0.0,0.0
Eukaryotic_initiation_factor_4A,0.0,1.24069478908,-1.24069478908,0.620347394541,0.0,0.620347394541,0.0,74.4665012407,-74.4665012407
FI20117p1,0.0,0.0,0.0,1.25313283208,0.0,1.25313283208,0.0,0.0,0.0
Failed_axon_connections,0.0,0.0,0.0,1.1961722488,0.0,1.1961722488,0.0,0.0,0.0
Failed_axon_connections_isoform_B,0.0,0.0,0.0,1.77304964539,0.0,1.77304964539,0.0,0.0,0.0
Failed_axon_connections_isoform_C,0.0,0.0,0.0,1.20481927711,0.0,1.20481927711,0.0,0.0,0.0
Failed_axon_connections_isoform_D,0.0,0.0,0.0,1.79211469534,0.0,1.79211469534,0.0,0.0,0.0
GH11591p,0.0,0.0,0.0,1.2987012987,0.0,1.2987012987,0.0,0.0,0.0
GH25379p,0.0,1.03305785124,-1.03305785124,3.09917355372,1.03305785124,2.06611570248,0.0,0.0,0.0
GTP-binding_nuclear_protein_Ran,0.0,0.0,0.0,4.62962962963,0.0,4.62962962963,0.0,176.157407407,-176.157407407
Heat_shock_70_kDa_protein_cognate_1,0.0,0.0,0.0,0.390015600624,0.0,0.390015600624,0.0,176.692667707,-176.692667707
Heat_shock_70_kDa_protein_cognate_5,0.0,0.0,0.0,0.728862973761,0.36443148688,0.36443148688,0.0,0.0,0.0
Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.05479452055,0.0,2.05479452055,0.0,117.561643836,-117.561643836
Heterogeneous_nuclear_ribonucleoprotein_at_98DE_isoform_C,0.0,0.0,0.0,2.05479452055,0.0,2.05479452055,0.0,117.561643836,-117.561643836
Heterogeneous_nuclear_ribonucleoprotein_at_98DE_isoform_F,0.0,0.0,0.0,2.07756232687,0.0,2.07756232687,0.0,118.864265928,-118.864265928
Histone_H3,0.0,0.0,0.0,3.67647058824,0.0,3.67647058824,473.014705882,801.617647059,-328.602941176
Histone_H3,0.0,0.0,0.0,3.67647058824,0.0,3.67647058824,473.014705882,801.617647059,-328.602941176
Histone_H3.3,0.0,0.0,0.0,3.67647058824,0.0,3.67647058824,473.014705882,801.617647059,-328.602941176
Isoform_1_of_Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.123946455131,0.0,0.123946455131,0.0,0.0,0.0
Isoform_2_of_Dipeptidyl_peptidase_3,0.0,0.0,0.0,0.691562932227,0.0,0.691562932227,0.0,0.0,0.0
Isoform_2_of_Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.12677484787,0.0,0.12677484787,0.0,0.0,0.0
Isoform_4_of_Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.124254473161,0.0,0.124254473161,0.0,0.0,0.0
Isoform_A_of_Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.06043956044,0.0,2.06043956044,0.0,117.884615385,-117.884615385
Isoform_A_of_RNA-binding_protein_squid,0.0,0.0,0.0,5.45171339564,0.778816199377,4.67289719626,0.0,0.0,0.0
Isoform_A_of_Transcription_factor_kayak_isoforms_A/B/F,0.0,0.0,0.0,0.420168067227,0.0,0.420168067227,0.0,0.0,0.0
Isoform_B_of_Probable_citrate_synthase_mitochondrial,0.0,0.0,0.0,0.95785440613,0.0,0.95785440613,0.0,0.0,0.0
Isoform_B_of_Pyruvate_kinase,0.0,0.0,0.0,0.9765625,0.0,0.9765625,0.0,0.0,0.0
Isoform_B_of_Transcription_factor_kayak_isoforms_A/B/F,0.0,0.0,0.0,0.457875457875,0.0,0.457875457875,0.0,0.0,0.0
Isoform_C_of_RNA-binding_protein_squid,0.0,0.0,0.0,2.43506493506,0.811688311688,1.62337662338,0.0,0.0,0.0
Isoform_D_of_Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.07756232687,0.0,2.07756232687,0.0,118.864265928,-118.864265928
Isoform_E_of_Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.08333333333,0.0,2.08333333333,0.0,119.194444444,-119.194444444
L-lactate_dehydrogenase,0.0,0.0,0.0,0.753012048193,0.0,0.753012048193,0.0,0.0,0.0
LD10783p,0.0,0.0,0.0,0.919117647059,0.0,0.919117647059,0.0,0.0,0.0
LD46344p,0.0,0.0,0.0,1.67224080268,0.0,1.67224080268,223.344481605,0.0,223.344481605
Lethal_(2)_03709_isoform_D,0.0,0.0,0.0,1.6501650165,0.0,1.6501650165,220.396039604,0.0,220.396039604
Lethal_(2)_03709_isoform_E,0.0,0.0,0.0,1.47928994083,0.0,1.47928994083,197.573964497,587.573964497,-390.0
Lethal_(2)_37Cc_isoform_C,0.0,0.0,0.0,4.86381322957,0.0,4.86381322957,256.186770428,312.295719844,-56.1089494163
Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.123946455131,0.0,0.123946455131,0.0,0.0,0.0
Nuclear_migration_protein_NudC,0.0,0.0,0.0,0.753012048193,0.0,0.753012048193,0.0,0.0,0.0
P53_protein_long_form_variant_1,0.0,0.0,0.0,1.0101010101,0.0,1.0101010101,0.0,0.0,0.0
Peptidyl-prolyl_cis-trans_isomerase,0.0,0.0,0.0,1.1013215859,0.0,1.1013215859,0.0,0.0,0.0
Probable_citrate_synthase_mitochondrial,0.0,0.0,0.0,1.0775862069,0.0,1.0775862069,0.0,0.0,0.0
Probable_dolichol-phosphate_mannosyltransferase,0.0,0.0,0.0,2.07468879668,0.0,2.07468879668,0.0,0.0,0.0
Proteasome_subunit_beta_type-1,0.0,0.0,0.0,2.12765957447,0.0,2.12765957447,0.0,0.0,0.0
Protein_disulfide-isomerase,0.0,0.0,0.0,2.01612903226,0.0,2.01612903226,0.0,0.0,0.0
Protein_l(2)37Cc,0.0,0.0,0.0,4.52898550725,0.0,4.52898550725,238.550724638,290.797101449,-52.2463768116
Pyruvate_kinase,0.0,0.0,0.0,0.93808630394,0.0,0.93808630394,0.0,0.0,0.0
Quaking_related_54B_isoform_A,0.0,0.0,0.0,2.33644859813,0.0,2.33644859813,73.1775700935,0.0,73.1775700935
Quaking_related_54B_isoform_C,0.0,0.0,0.0,1.16822429907,0.0,1.16822429907,73.1775700935,0.0,73.1775700935
RE08669p,0.0,0.0,0.0,1.90839694656,0.0,1.90839694656,248.473282443,502.022900763,-253.549618321
RNA-binding_protein_squid,0.0,0.0,0.0,2.18023255814,0.726744186047,1.45348837209,0.0,0.0,0.0
Ran_isoform_B,0.0,0.0,0.0,4.62962962963,0.0,4.62962962963,0.0,176.157407407,-176.157407407
Ribonucleoside-diphosphate_reductase_large_subunit,0.0,0.0,0.0,0.307881773399,0.0,0.307881773399,0.0,0.0,0.0
Short_stop_isoform_H,0.0,0.0,0.0,0.0567859170926,0.0,0.0567859170926,0.0,0.0,0.0
Short_stop_isoform_I,0.0,0.0,0.0,0.093023255814,0.0,0.093023255814,0.0,12.9711627907,-12.9711627907
Short_stop_isoform_J,0.0,0.0,0.0,0.0931445603577,0.0,0.0931445603577,0.0,12.9880774963,-12.9880774963
Short_stop_isoform_K,0.0,0.0,0.0,0.0931098696462,0.0,0.0931098696462,0.0,0.0,0.0
Short_stop_isoform_L,0.0,0.0,0.0,0.0911410864017,0.0,0.0911410864017,0.0,12.7087130879,-12.7087130879
Short_stop_isoform_M,0.0,0.0,0.0,0.0912575287461,0.0,0.0912575287461,0.0,12.7249498084,-12.7249498084
Short_stop_isoform_N,0.0,0.0,0.0,0.0927988121752,0.0,0.0927988121752,0.0,0.0,0.0
Short_stop_isoform_O,0.0,0.0,0.0,0.0909256228405,0.0,0.0909256228405,0.0,12.6786688489,-12.6786688489
Short_stop_isoform_P,0.0,0.0,0.0,0.0916086478564,0.0,0.0916086478564,0.0,12.7739098571,-12.7739098571
Short_stop_isoform_Q,0.0,0.0,0.0,0.0969932104753,0.0,0.0969932104753,0.0,13.5247332687,-13.5247332687
Single-stranded_DNA-binding_protein_mitochondrial,0.0,0.0,0.0,5.13698630137,0.0,5.13698630137,0.0,490.684931507,-490.684931507
Succinyl-CoA_ligase_[ADP/GDP-forming]_subunit_alpha_mitochondrial,0.0,0.0,0.0,1.5243902439,0.0,1.5243902439,0.0,0.0,0.0
Transcription_factor_kayak_isoforms_A/B/F,0.0,0.0,0.0,0.331125827815,0.0,0.331125827815,0.0,0.0,0.0
Transcription_factor_kayak_isoforms_D/sro,0.0,0.0,0.0,0.346260387812,0.0,0.346260387812,0.0,0.0,0.0
Zipper_isoform_C,0.0,0.0,0.0,0.126839167935,0.0,0.126839167935,0.0,0.0,0.0
Zipper_isoform_D,0.0,0.0,0.0,0.124007936508,0.0,0.124007936508,0.0,0.0,0.0
