Name,S2_CLAMP,S2_IgG,S2_CLAMP-IgG,Kc_CLAMP,Kc_IgG,Kc_CLAMP-IgG,S2XLIP_CLAMP,S2XLIP_IgG,S2XLIP_CLAMP-IgG
CG5174_isoform_L,0.0,0.0,0.0,2.39234449761,0.0,2.39234449761,0.0,0.0,0.0
Quaking_related_54B_isoform_A,0.0,0.0,0.0,2.33644859813,0.0,2.33644859813,73.1775700935,0.0,73.1775700935
Proteasome_subunit_beta_type-1,0.0,0.0,0.0,2.12765957447,0.0,2.12765957447,0.0,0.0,0.0
Isoform_E_of_Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.08333333333,0.0,2.08333333333,0.0,119.194444444,-119.194444444
Heterogeneous_nuclear_ribonucleoprotein_at_98DE_isoform_F,0.0,0.0,0.0,2.07756232687,0.0,2.07756232687,0.0,118.864265928,-118.864265928
Isoform_D_of_Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.07756232687,0.0,2.07756232687,0.0,118.864265928,-118.864265928
Probable_dolichol-phosphate_mannosyltransferase,0.0,0.0,0.0,2.07468879668,0.0,2.07468879668,0.0,0.0,0.0
GH25379p,0.0,1.03305785124,-1.03305785124,3.09917355372,1.03305785124,2.06611570248,0.0,0.0,0.0
Isoform_A_of_Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.06043956044,0.0,2.06043956044,0.0,117.884615385,-117.884615385
Heterogeneous_nuclear_ribonucleoprotein_A1,0.0,0.0,0.0,2.05479452055,0.0,2.05479452055,0.0,117.561643836,-117.561643836
Heterogeneous_nuclear_ribonucleoprotein_at_98DE_isoform_C,0.0,0.0,0.0,2.05479452055,0.0,2.05479452055,0.0,117.561643836,-117.561643836
Protein_disulfide-isomerase,0.0,0.0,0.0,2.01612903226,0.0,2.01612903226,0.0,0.0,0.0
Dihydrolipoyl_dehydrogenase,0.0,0.0,0.0,1.98412698413,0.0,1.98412698413,0.0,0.0,0.0
CG5044_isoform_A,0.0,0.0,0.0,1.94805194805,0.0,1.94805194805,0.0,0.0,0.0
CG5044_isoform_B,0.0,0.0,0.0,1.94300518135,0.0,1.94300518135,0.0,0.0,0.0
RE08669p,0.0,0.0,0.0,1.90839694656,0.0,1.90839694656,248.473282443,502.022900763,-253.549618321
Failed_axon_connections_isoform_D,0.0,0.0,0.0,1.79211469534,0.0,1.79211469534,0.0,0.0,0.0
Failed_axon_connections_isoform_B,0.0,0.0,0.0,1.77304964539,0.0,1.77304964539,0.0,0.0,0.0
CG7145_isoform_A,0.0,0.0,0.0,1.74216027875,0.0,1.74216027875,0.0,0.0,0.0
CaBP1,0.0,0.0,0.0,1.73210161663,0.0,1.73210161663,0.0,0.0,0.0
CG4389_isoform_B,0.0,0.0,0.0,1.68010752688,0.0,1.68010752688,0.0,0.0,0.0
LD46344p,0.0,0.0,0.0,1.67224080268,0.0,1.67224080268,223.344481605,0.0,223.344481605
Lethal_(2)_03709_isoform_D,0.0,0.0,0.0,1.6501650165,0.0,1.6501650165,220.396039604,0.0,220.396039604
Isoform_C_of_RNA-binding_protein_squid,0.0,0.0,0.0,2.43506493506,0.811688311688,1.62337662338,0.0,0.0,0.0
Apontic_isoform_E,0.0,0.0,0.0,1.59914712154,0.0,1.59914712154,0.0,0.0,0.0
BcDNA.GH12558,0.0,0.0,0.0,1.59642401022,0.0,1.59642401022,0.0,0.0,0.0
Apontic,0.0,0.0,0.0,1.55279503106,0.0,1.55279503106,0.0,0.0,0.0
Apontic_isoform_B,0.0,0.0,0.0,1.53374233129,0.0,1.53374233129,0.0,0.0,0.0
Succinyl-CoA_ligase_[ADP/GDP-forming]_subunit_alpha_mitochondrial,0.0,0.0,0.0,1.5243902439,0.0,1.5243902439,0.0,0.0,0.0
Lethal_(2)_03709_isoform_E,0.0,0.0,0.0,1.47928994083,0.0,1.47928994083,197.573964497,587.573964497,-390.0
CG2076,0.0,0.0,0.0,1.46627565982,0.0,1.46627565982,0.0,0.0,0.0
RNA-binding_protein_squid,0.0,0.0,0.0,2.18023255814,0.726744186047,1.45348837209,0.0,0.0,0.0
CG5174_isoform_B,0.0,0.0,0.0,1.40845070423,0.0,1.40845070423,0.0,0.0,0.0
Calponin-like_protein_Chd64,0.0,0.0,0.0,2.65957446809,1.32978723404,1.32978723404,0.0,0.0,0.0
60_kDa_heat_shock_protein_mitochondrial,0.0,0.0,0.0,1.30890052356,0.0,1.30890052356,0.0,0.0,0.0
GH11591p,0.0,0.0,0.0,1.2987012987,0.0,1.2987012987,0.0,0.0,0.0
FI20117p1,0.0,0.0,0.0,1.25313283208,0.0,1.25313283208,0.0,0.0,0.0
CG17597,0.0,0.0,0.0,1.2285012285,0.0,1.2285012285,0.0,0.0,0.0
Failed_axon_connections_isoform_C,0.0,0.0,0.0,1.20481927711,0.0,1.20481927711,0.0,0.0,0.0
Failed_axon_connections,0.0,0.0,0.0,1.1961722488,0.0,1.1961722488,0.0,0.0,0.0
Adenylyl_cyclase-associated_protein,0.0,0.0,0.0,1.17924528302,0.0,1.17924528302,0.0,0.0,0.0
Quaking_related_54B_isoform_C,0.0,0.0,0.0,1.16822429907,0.0,1.16822429907,73.1775700935,0.0,73.1775700935
Peptidyl-prolyl_cis-trans_isomerase,0.0,0.0,0.0,1.1013215859,0.0,1.1013215859,0.0,0.0,0.0
Probable_citrate_synthase_mitochondrial,0.0,0.0,0.0,1.0775862069,0.0,1.0775862069,0.0,0.0,0.0
P53_protein_long_form_variant_1,0.0,0.0,0.0,1.0101010101,0.0,1.0101010101,0.0,0.0,0.0
Isoform_B_of_Pyruvate_kinase,0.0,0.0,0.0,0.9765625,0.0,0.9765625,0.0,0.0,0.0
Isoform_B_of_Probable_citrate_synthase_mitochondrial,0.0,0.0,0.0,0.95785440613,0.0,0.95785440613,0.0,0.0,0.0
Pyruvate_kinase,0.0,0.0,0.0,0.93808630394,0.0,0.93808630394,0.0,0.0,0.0
DNA-binding_protein_modulo,0.0,0.0,0.0,0.922509225092,0.0,0.922509225092,42.1586715867,466.143911439,-423.985239852
LD10783p,0.0,0.0,0.0,0.919117647059,0.0,0.919117647059,0.0,0.0,0.0
60_kDa_heat_shock_protein_homolog_2_mitochondrial,0.0,0.0,0.0,0.868055555556,0.0,0.868055555556,0.0,0.0,0.0
L-lactate_dehydrogenase,0.0,0.0,0.0,0.753012048193,0.0,0.753012048193,0.0,0.0,0.0
Nuclear_migration_protein_NudC,0.0,0.0,0.0,0.753012048193,0.0,0.753012048193,0.0,0.0,0.0
Isoform_2_of_Dipeptidyl_peptidase_3,0.0,0.0,0.0,0.691562932227,0.0,0.691562932227,0.0,0.0,0.0
Adenylyl_cyclase-associated_protein,0.0,0.0,0.0,0.638569604087,0.0,0.638569604087,0.0,0.0,0.0
Dipeptidyl_peptidase_3,0.0,0.0,0.0,0.636132315522,0.0,0.636132315522,0.0,0.0,0.0
Eukaryotic_initiation_factor_4A,0.0,1.24069478908,-1.24069478908,0.620347394541,0.0,0.620347394541,0.0,74.4665012407,-74.4665012407
CG4699_isoform_J,0.0,0.0,0.0,0.534188034188,0.0,0.534188034188,0.0,0.0,0.0
DSec61alpha,0.0,0.0,0.0,0.525210084034,0.0,0.525210084034,0.0,134.516806723,-134.516806723
ERp60_(Fragment),0.0,0.0,0.0,0.511247443763,0.0,0.511247443763,0.0,0.0,0.0
Aldehyde_dehydrogenase,0.0,0.0,0.0,0.480769230769,0.0,0.480769230769,0.0,0.0,0.0
Adenosylhomocysteinase,0.0,0.0,0.0,0.479846449136,0.0,0.479846449136,0.0,0.0,0.0
CG7033_isoform_C,0.0,0.0,0.0,0.46904315197,0.0,0.46904315197,0.0,0.0,0.0
EH_domain_containing_protein,0.0,0.0,0.0,0.468164794007,0.0,0.468164794007,0.0,60.5992509363,-60.5992509363
CG7033_isoform_A,0.0,0.0,0.0,0.467289719626,0.0,0.467289719626,0.0,0.0,0.0
AT21416p,0.0,0.0,0.0,0.462962962963,0.0,0.462962962963,0.0,59.9259259259,-59.9259259259
Isoform_B_of_Transcription_factor_kayak_isoforms_A/B/F,0.0,0.0,0.0,0.457875457875,0.0,0.457875457875,0.0,0.0,0.0
CG8036_isoform_D,0.0,0.0,0.0,0.431034482759,0.0,0.431034482759,0.0,0.0,0.0
Isoform_A_of_Transcription_factor_kayak_isoforms_A/B/F,0.0,0.0,0.0,0.420168067227,0.0,0.420168067227,0.0,0.0,0.0
CG8036_isoform_B,0.0,0.0,0.0,0.399361022364,0.0,0.399361022364,0.0,0.0,0.0
Heat_shock_70_kDa_protein_cognate_1,0.0,0.0,0.0,0.390015600624,0.0,0.390015600624,0.0,176.692667707,-176.692667707
Heat_shock_70_kDa_protein_cognate_5,0.0,0.0,0.0,0.728862973761,0.36443148688,0.36443148688,0.0,0.0,0.0
Transcription_factor_kayak_isoforms_D/sro,0.0,0.0,0.0,0.346260387812,0.0,0.346260387812,0.0,0.0,0.0
Transcription_factor_kayak_isoforms_A/B/F,0.0,0.0,0.0,0.331125827815,0.0,0.331125827815,0.0,0.0,0.0
CG4699_isoform_F,0.0,0.0,0.0,0.322997416021,0.0,0.322997416021,0.0,0.0,0.0
CG4699_isoform_E,0.0,0.0,0.0,0.322788896062,0.0,0.322788896062,0.0,0.0,0.0
CG4699_isoform_D,0.0,0.0,0.0,0.322580645161,0.0,0.322580645161,0.0,0.0,0.0
Ribonucleoside-diphosphate_reductase_large_subunit,0.0,0.0,0.0,0.307881773399,0.0,0.307881773399,0.0,0.0,0.0
CG2918_isoform_A,0.0,0.0,0.0,0.270855904659,0.0,0.270855904659,0.0,0.0,0.0
Zipper_isoform_C,0.0,0.0,0.0,0.126839167935,0.0,0.126839167935,0.0,0.0,0.0
Isoform_2_of_Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.12677484787,0.0,0.12677484787,0.0,0.0,0.0
Isoform_4_of_Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.124254473161,0.0,0.124254473161,0.0,0.0,0.0
Zipper_isoform_D,0.0,0.0,0.0,0.124007936508,0.0,0.124007936508,0.0,0.0,0.0
Isoform_1_of_Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.123946455131,0.0,0.123946455131,0.0,0.0,0.0
Myosin_heavy_chain_non-muscle,0.0,0.0,0.0,0.123946455131,0.0,0.123946455131,0.0,0.0,0.0
Short_stop_isoform_Q,0.0,0.0,0.0,0.0969932104753,0.0,0.0969932104753,0.0,13.5247332687,-13.5247332687
Short_stop_isoform_J,0.0,0.0,0.0,0.0931445603577,0.0,0.0931445603577,0.0,12.9880774963,-12.9880774963
Short_stop_isoform_K,0.0,0.0,0.0,0.0931098696462,0.0,0.0931098696462,0.0,0.0,0.0
Short_stop_isoform_I,0.0,0.0,0.0,0.093023255814,0.0,0.093023255814,0.0,12.9711627907,-12.9711627907
Short_stop_isoform_N,0.0,0.0,0.0,0.0927988121752,0.0,0.0927988121752,0.0,0.0,0.0
Short_stop_isoform_P,0.0,0.0,0.0,0.0916086478564,0.0,0.0916086478564,0.0,12.7739098571,-12.7739098571
Short_stop_isoform_M,0.0,0.0,0.0,0.0912575287461,0.0,0.0912575287461,0.0,12.7249498084,-12.7249498084
Short_stop_isoform_L,0.0,0.0,0.0,0.0911410864017,0.0,0.0911410864017,0.0,12.7087130879,-12.7087130879
Short_stop_isoform_O,0.0,0.0,0.0,0.0909256228405,0.0,0.0909256228405,0.0,12.6786688489,-12.6786688489
Short_stop_isoform_H,0.0,0.0,0.0,0.0567859170926,0.0,0.0567859170926,0.0,0.0,0.0
CG5776,0.0,0.312891113892,-0.312891113892,0.625782227785,0.625782227785,0.0,0.0,0.0,0.0
